"postcode","buurt_naam","buurt_vollcode"
"1092ER",Oosterparkbuurt Zuidoost,M28c
"1092ES",Oosterparkbuurt Zuidoost,M28c
"1092ET",Oosterparkbuurt Zuidoost,M28c
"1092EV",Oosterparkbuurt Zuidoost,M28c
"1092EW",Transvaalbuurt Oost,M30b
"1092EX",Transvaalbuurt Oost,M30b
"1092EZ",Transvaalbuurt Oost,M30b
"1092GA",Transvaalbuurt Oost,M30b
"1092GB",Transvaalbuurt Oost,M30b
"1092GC",Transvaalbuurt Oost,M30b
"1092GD",Transvaalbuurt Oost,M30b
"1092GE",Transvaalbuurt Oost,M30b
"1092GG",Transvaalbuurt Oost,M30b
"1092GH",Transvaalbuurt Oost,M30b
"1092GJ",Transvaalbuurt Oost,M30b
"1092GK",Transvaalbuurt Oost,M30b
"1092GL",Transvaalbuurt Oost,M30b
"1092GM",Transvaalbuurt Oost,M30b
"1092GN",Transvaalbuurt Oost,M30b
"1092GP",Transvaalbuurt Oost,M30b
"1092GR",Transvaalbuurt Oost,M30b
"1092GS",Transvaalbuurt Oost,M30b
"1092GT",Transvaalbuurt Oost,M30b
"1092GV",Transvaalbuurt Oost,M30b
"1092GW",Transvaalbuurt Oost,M30b
"1092GX",Transvaalbuurt Oost,M30b
"1092GZ",Transvaalbuurt Oost,M30b
"1092HA",Transvaalbuurt Oost,M30b
"1092HB",Transvaalbuurt Oost,M30b
"1092HC",Transvaalbuurt Oost,M30b
"1092HD",Transvaalbuurt Oost,M30b
"1092HE",Transvaalbuurt Oost,M30b
"1092HG",Transvaalbuurt Oost,M30b
"1092HH",Transvaalbuurt Oost,M30b
"1092HJ",Transvaalbuurt Oost,M30b
"1092HK",Transvaalbuurt Oost,M30b
"1092HL",Transvaalbuurt Oost,M30b
"1092HM",Transvaalbuurt Oost,M30b
"1092HN",Transvaalbuurt Oost,M30b
"1092HP",Transvaalbuurt Oost,M30b
"1092HR",Transvaalbuurt Oost,M30b
"1092HS",Transvaalbuurt Oost,M30b
"1092HT",Transvaalbuurt Oost,M30b
"1092HV",Transvaalbuurt Oost,M30b
"1092HW",Transvaalbuurt Oost,M30b
"1092HX",Transvaalbuurt Oost,M30b
"1092HZ",Transvaalbuurt Oost,M30b
"1092JA",Transvaalbuurt Oost,M30b
"1092JB",Transvaalbuurt Oost,M30b
"1092JC",Transvaalbuurt Oost,M30b
"1092JD",Transvaalbuurt Oost,M30b
"1092JE",Transvaalbuurt Oost,M30b
"1092JG",Transvaalbuurt Oost,M30b
"1092JH",Transvaalbuurt Oost,M30b
"1092JJ",Transvaalbuurt Oost,M30b
"1092JK",Transvaalbuurt Oost,M30b
"1092JL",Transvaalbuurt Oost,M30b
"1092JM",Transvaalbuurt Oost,M30b
"1092JN",Transvaalbuurt Oost,M30b
"1092JP",Transvaalbuurt Oost,M30b
"1092JR",Transvaalbuurt Oost,M30b
"1092JS",Transvaalbuurt Oost,M30b
"1092JT",Transvaalbuurt Oost,M30b
"1092JV",Transvaalbuurt Oost,M30b
"1092JW",Transvaalbuurt Oost,M30b
"1092JX",Transvaalbuurt Oost,M30b
"1092JZ",Transvaalbuurt Oost,M30b
"1092KA",Transvaalbuurt Oost,M30b
"1092KC",Transvaalbuurt Oost,M30b
"1092KD",Transvaalbuurt Oost,M30b
"1092KE",Transvaalbuurt Oost,M30b
"1092KG",Transvaalbuurt Oost,M30b
"1092KH",Transvaalbuurt Oost,M30b
"1092KJ",Transvaalbuurt Oost,M30b
"1092KK",Transvaalbuurt Oost,M30b
"1092KL",Transvaalbuurt Oost,M30b
"1092KM",Transvaalbuurt Oost,M30b
"1092KN",Transvaalbuurt Oost,M30b
"1092KP",Transvaalbuurt Oost,M30b
"1092KS",Transvaalbuurt Oost,M30b
"1092KZ",Transvaalbuurt Oost,M30b
"1092LA",Oosterparkbuurt Zuidoost,M28c
"1092LB",Oosterparkbuurt Zuidoost,M28c
"1092LC",Oosterparkbuurt Zuidoost,M28c
"1092MA",Oosterpark,M28b
"1092SB",Oosterparkbuurt Zuidoost,M28c
"1092SC",Oosterparkbuurt Zuidoost,M28c
"1092SE",Oosterparkbuurt Zuidoost,M28c
"1092SW",Transvaalbuurt Oost,M30b
"1092SX",Transvaalbuurt Oost,M30b
"1092TA",Oosterparkbuurt Zuidoost,M28c
"1092TB",Oosterparkbuurt Zuidoost,M28c
"1092TC",Oosterparkbuurt Zuidoost,M28c
"1092TD",Oosterparkbuurt Zuidoost,M28c
"1092TE",Oosterparkbuurt Zuidoost,M28c
"1092TG",Oosterparkbuurt Zuidoost,M28c
"1092TH",Oosterparkbuurt Zuidoost,M28c
"1092TJ",Oosterparkbuurt Zuidoost,M28c
"1092TK",Oosterparkbuurt Zuidoost,M28c
"1092TL",Oosterparkbuurt Zuidoost,M28c
"1092TM",Oosterparkbuurt Zuidoost,M28c
"1092TN",Oosterparkbuurt Zuidoost,M28c
"1092TP",Oosterparkbuurt Zuidoost,M28c
"1092TR",Oosterparkbuurt Zuidoost,M28c
"1092TS",Oosterparkbuurt Zuidoost,M28c
"1092TT",Oosterparkbuurt Zuidoost,M28c
"1092TV",Oosterparkbuurt Zuidoost,M28c
"1092TW",Oosterparkbuurt Zuidoost,M28c
"1092TX",Oosterparkbuurt Zuidoost,M28c
"1092TZ",Oosterparkbuurt Zuidoost,M28c
"1092VA",Oosterparkbuurt Zuidoost,M28c
"1092VB",Transvaalbuurt Oost,M30b
"1092VC",Transvaalbuurt Oost,M30b
"1092VD",Transvaalbuurt Oost,M30b
"1092VE",Transvaalbuurt Oost,M30b
"1092VG",Transvaalbuurt Oost,M30b
"1092VH",Transvaalbuurt Oost,M30b
"1092VJ",Transvaalbuurt Oost,M30b
"1092VK",Transvaalbuurt Oost,M30b
"1092VL",Transvaalbuurt Oost,M30b
"1092VM",Transvaalbuurt Oost,M30b
"1092VN",Transvaalbuurt Oost,M30b
"1092VP",Transvaalbuurt Oost,M30b
"1092VR",Transvaalbuurt Oost,M30b
"1092VS",Transvaalbuurt Oost,M30b
"1092VT",Transvaalbuurt Oost,M30b
"1092VV",Transvaalbuurt Oost,M30b
"1092VW",Transvaalbuurt Oost,M30b
"1092VX",Transvaalbuurt Oost,M30b
"1092VZ",Transvaalbuurt Oost,M30b
"1092XA",Transvaalbuurt Oost,M30b
"1092XB",Transvaalbuurt Oost,M30b
"1092XC",Transvaalbuurt Oost,M30b
"1092XD",Transvaalbuurt Oost,M30b
"1092XG",Transvaalbuurt Oost,M30b
"1092XH",Transvaalbuurt Oost,M30b
"1092XP",Transvaalbuurt Oost,M30b
"1092XR",Transvaalbuurt Oost,M30b
"1092XS",Transvaalbuurt Oost,M30b
"1092XT",Transvaalbuurt Oost,M30b
"1092XV",Transvaalbuurt Oost,M30b
"1092XW",Transvaalbuurt Oost,M30b
"1092XX",Transvaalbuurt Oost,M30b
"1092XZ",Transvaalbuurt Oost,M30b
"1093AA",Dapperbuurt Noord,M29a
"1093AD",Dapperbuurt Noord,M29a
"1093AE",Dapperbuurt Noord,M29a
"1093AG",Dapperbuurt Noord,M29a
"1093AS",Dapperbuurt Noord,M29a
"1093AT",Dapperbuurt Noord,M29a
"1093AV",Dapperbuurt Noord,M29a
"1093AW",Dapperbuurt Noord,M29a
"1093BA",Dapperbuurt Noord,M29a
"1093BB",Dapperbuurt Noord,M29a
"1093BG",Dapperbuurt Noord,M29a
"1093BH",Dapperbuurt Noord,M29a
"1093BJ",Dapperbuurt Noord,M29a
"1093BK",Dapperbuurt Noord,M29a
"1093BP",Dapperbuurt Noord,M29a
"1093BS",Dapperbuurt Noord,M29a
"1093BT",Dapperbuurt Noord,M29a
"1093BV",Dapperbuurt Noord,M29a
"1093BW",Dapperbuurt Noord,M29a
"1093BX",Dapperbuurt Zuid,M29b
"1093BZ",Dapperbuurt Zuid,M29b
"1093CA",Dapperbuurt Zuid,M29b
"1093CB",Dapperbuurt Noord,M29a
"1093CC",Dapperbuurt Noord,M29a
"1093CD",Dapperbuurt Noord,M29a
"1093CE",Dapperbuurt Noord,M29a
"1093CG",Dapperbuurt Noord,M29a
"1093CH",Dapperbuurt Noord,M29a
"1093CL",Dapperbuurt Noord,M29a
"1093CM",Dapperbuurt Noord,M29a
"1093CN",Dapperbuurt Noord,M29a
"1093CP",Dapperbuurt Noord,M29a
"1093CR",Dapperbuurt Noord,M29a
"1093CS",Dapperbuurt Noord,M29a
"1093CV",Dapperbuurt Noord,M29a
"1093CX",Dapperbuurt Noord,M29a
"1093CZ",Dapperbuurt Noord,M29a
"1093DC",Dapperbuurt Noord,M29a
"1093DD",Dapperbuurt Noord,M29a
"1093DE",Dapperbuurt Noord,M29a
"1093DG",Dapperbuurt Noord,M29a
"1093DH",Dapperbuurt Noord,M29a
"1093DJ",Dapperbuurt Noord,M29a
"1093DK",Dapperbuurt Noord,M29a
"1093DL",Dapperbuurt Noord,M29a
"1093DM",Dapperbuurt Noord,M29a
"1093EA",Dapperbuurt Noord,M29a
"1093EB",Dapperbuurt Noord,M29a
"1093EC",Dapperbuurt Noord,M29a
"1093ED",Dapperbuurt Noord,M29a
"1093EE",Dapperbuurt Zuid,M29b
"1093EG",Dapperbuurt Zuid,M29b
"1093EH",Dapperbuurt Zuid,M29b
"1093EJ",Dapperbuurt Zuid,M29b
"1093EK",Dapperbuurt Zuid,M29b
"1093EL",Dapperbuurt Zuid,M29b
"1093EN",Oostpoort,M29c
"1093EP",Oostpoort,M29c
"1093ER",Oostpoort,M29c
"1093ES",Dapperbuurt Noord,M29a
"1093ET",Dapperbuurt Noord,M29a
"1093EV",Dapperbuurt Noord,M29a
"1093EW",Dapperbuurt Noord,M29a
"1093EX",Dapperbuurt Noord,M29a
"1093EZ",Dapperbuurt Noord,M29a
"1093GA",Dapperbuurt Noord,M29a
"1093GB",Dapperbuurt Noord,M29a
"1093GC",Dapperbuurt Zuid,M29b
"1093GD",Dapperbuurt Zuid,M29b
"1093GE",Dapperbuurt Zuid,M29b
"1093GG",Dapperbuurt Zuid,M29b
"1093GH",Dapperbuurt Zuid,M29b
"1093GJ",Dapperbuurt Zuid,M29b
"1093GK",Dapperbuurt Zuid,M29b
"1093GL",Dapperbuurt Zuid,M29b
"1093GM",Dapperbuurt Zuid,M29b
"1093GN",Dapperbuurt Zuid,M29b
"1093GP",Dapperbuurt Zuid,M29b
"1093GR",Dapperbuurt Zuid,M29b
"1093GS",Dapperbuurt Zuid,M29b
"1093GT",Dapperbuurt Zuid,M29b
"1093GV",Dapperbuurt Zuid,M29b
"1093GW",Dapperbuurt Zuid,M29b
"1093GX",Dapperbuurt Zuid,M29b
"1093GZ",Dapperbuurt Zuid,M29b
"1093HA",Dapperbuurt Zuid,M29b
"1093HB",Dapperbuurt Zuid,M29b
"1093HC",Dapperbuurt Zuid,M29b
"1093HD",Dapperbuurt Zuid,M29b
"1093HE",Dapperbuurt Zuid,M29b
"1093HG",Dapperbuurt Zuid,M29b
"1093HH",Dapperbuurt Zuid,M29b
"1093HJ",Dapperbuurt Zuid,M29b
"1093HK",Dapperbuurt Zuid,M29b
"1093HL",Dapperbuurt Zuid,M29b
"1093HM",Dapperbuurt Zuid,M29b
"1093HN",Dapperbuurt Zuid,M29b
"1093HP",Dapperbuurt Zuid,M29b
"1093HR",Dapperbuurt Zuid,M29b
"1093HS",Dapperbuurt Zuid,M29b
"1093HT",Dapperbuurt Zuid,M29b
"1093HV",Dapperbuurt Zuid,M29b
"1093HW",Dapperbuurt Zuid,M29b
"1093HX",Dapperbuurt Zuid,M29b
"1093HZ",Dapperbuurt Zuid,M29b
"1093JB",Dapperbuurt Zuid,M29b
"1093JC",Dapperbuurt Zuid,M29b
"1093JD",Dapperbuurt Zuid,M29b
"1093JE",Dapperbuurt Zuid,M29b
"1093JG",Dapperbuurt Zuid,M29b
"1093JK",Dapperbuurt Zuid,M29b
"1093JL",Dapperbuurt Zuid,M29b
"1093JM",Dapperbuurt Zuid,M29b
"1093JN",Dapperbuurt Zuid,M29b
"1093JP",Dapperbuurt Zuid,M29b
"1093JR",Dapperbuurt Zuid,M29b
"1093JS",Dapperbuurt Zuid,M29b
"1093JT",Dapperbuurt Zuid,M29b
"1093JV",Dapperbuurt Zuid,M29b
"1093JW",Oostpoort,M29c
"1093JX",Oostpoort,M29c
"1093JZ",Oostpoort,M29c
"1093KA",Oostpoort,M29c
"1093KB",Oostpoort,M29c
"1093KC",Oostpoort,M29c
"1093KD",Oostpoort,M29c
"1093KE",Oostpoort,M29c
"1093KG",Oostpoort,M29c
"1093KH",Oostpoort,M29c
"1093KJ",Oostpoort,M29c
"1093KK",Oostpoort,M29c
"1093KL",Oostpoort,M29c
"1093KM",Oostpoort,M29c
"1093KN",Oostpoort,M29c
"1093KP",Oostpoort,M29c
"1093KS",Oostpoort,M29c
"1093LA",Dapperbuurt Zuid,M29b
"1093LC",Dapperbuurt Noord,M29a
"1093LE",Dapperbuurt Zuid,M29b
"1093MA",Dapperbuurt Zuid,M29b
"1093MB",Dapperbuurt Zuid,M29b
"1093MC",Dapperbuurt Zuid,M29b
"1093MD",Dapperbuurt Zuid,M29b
"1093ME",Dapperbuurt Zuid,M29b
"1093MJ",Dapperbuurt Zuid,M29b
"1093MK",Dapperbuurt Zuid,M29b
"1093NA",Oostpoort,M29c
"1093NB",Oostpoort,M29c
"1093NE",Oostpoort,M29c
"1093NG",Oostpoort,M29c
"1093NH",Oostpoort,M29c
"1093NJ",Oostpoort,M29c
"1093NK",Oostpoort,M29c
"1093NM",Oostpoort,M29c
"1093NN",Oostpoort,M29c
"1093NP",Oostpoort,M29c
"1093RP",Dapperbuurt Noord,M29a
"1093RR",Dapperbuurt Noord,M29a
"1093RS",Dapperbuurt Noord,M29a
"1093RT",Dapperbuurt Noord,M29a
"1093RV",Dapperbuurt Noord,M29a
"1093RW",Dapperbuurt Noord,M29a
"1093RZ",Dapperbuurt Noord,M29a
"1093SB",Dapperbuurt Noord,M29a
"1093SC",Dapperbuurt Noord,M29a
"1093SH",Dapperbuurt Zuid,M29b
"1093SJ",Dapperbuurt Noord,M29a
"1093SK",Dapperbuurt Noord,M29a
"1093SL",Dapperbuurt Noord,M29a
"1093SM",Dapperbuurt Noord,M29a
"1093SN",Dapperbuurt Noord,M29a
"1093SP",Dapperbuurt Noord,M29a
"1093SR",Dapperbuurt Noord,M29a
"1093ST",Dapperbuurt Noord,M29a
"1093SV",Dapperbuurt Noord,M29a
"1093SW",Dapperbuurt Noord,M29a
"1093SX",Dapperbuurt Noord,M29a
"1093SZ",Dapperbuurt Noord,M29a
"1093TA",Dapperbuurt Noord,M29a
"1093TB",Dapperbuurt Noord,M29a
"1093TC",Dapperbuurt Noord,M29a
"1093TD",Dapperbuurt Noord,M29a
"1093TE",Dapperbuurt Noord,M29a
"1093TG",Dapperbuurt Noord,M29a
"1093TH",Dapperbuurt Noord,M29a
"1093TJ",Dapperbuurt Noord,M29a
"1093TK",Dapperbuurt Noord,M29a
"1093TL",Dapperbuurt Noord,M29a
"1093TM",Dapperbuurt Noord,M29a
"1093TN",Dapperbuurt Noord,M29a
"1093TP",Dapperbuurt Noord,M29a
"1093TR",Dapperbuurt Noord,M29a
"1093TS",Dapperbuurt Noord,M29a
"1093TV",Dapperbuurt Noord,M29a
"1093TX",Dapperbuurt Noord,M29a
"1093VA",Dapperbuurt Noord,M29a
"1093VB",Dapperbuurt Noord,M29a
"1093VC",Dapperbuurt Noord,M29a
"1093VD",Dapperbuurt Noord,M29a
"1093VE",Dapperbuurt Zuid,M29b
"1093VG",Dapperbuurt Zuid,M29b
"1093VH",Dapperbuurt Zuid,M29b
"1093VJ",Dapperbuurt Zuid,M29b
"1093VK",Dapperbuurt Zuid,M29b
"1093VL",Dapperbuurt Zuid,M29b
"1093VM",Dapperbuurt Zuid,M29b
"1093VN",Dapperbuurt Zuid,M29b
"1093VP",Dapperbuurt Zuid,M29b
"1093VR",Dapperbuurt Zuid,M29b
"1093VS",Dapperbuurt Zuid,M29b
"1093VT",Dapperbuurt Zuid,M29b
"1093VV",Dapperbuurt Zuid,M29b
"1093VW",Dapperbuurt Zuid,M29b
"1093VX",Dapperbuurt Zuid,M29b
"1093VZ",Dapperbuurt Zuid,M29b
"1093WZ",Dapperbuurt Zuid,M29b
"1093XA",Dapperbuurt Zuid,M29b
"1093XC",Dapperbuurt Zuid,M29b
"1093XD",Dapperbuurt Zuid,M29b
"1093XG",Dapperbuurt Zuid,M29b
"1093XH",Dapperbuurt Zuid,M29b
"1093XJ",Dapperbuurt Zuid,M29b
"1093XK",Dapperbuurt Zuid,M29b
"1093XL",Dapperbuurt Zuid,M29b
"1093XM",Dapperbuurt Zuid,M29b
"1093XN",Dapperbuurt Zuid,M29b
"1093XP",Dapperbuurt Zuid,M29b
"1093XR",Dapperbuurt Zuid,M29b
"1093XS",Dapperbuurt Zuid,M29b
"1093XV",Dapperbuurt Zuid,M29b
"1093XX",Dapperbuurt Zuid,M29b
"1093XZ",Dapperbuurt Zuid,M29b
"1093ZA",Dapperbuurt Zuid,M29b
"1093ZB",Dapperbuurt Zuid,M29b
"1094AA",Noordwestkwadrant Indische buurt Noord,M31a
"1094AB",Noordwestkwadrant Indische buurt Noord,M31a
"1094AC",Noordwestkwadrant Indische buurt Noord,M31a
"1094AD",Noordwestkwadrant Indische buurt Noord,M31a
"1094AE",Noordwestkwadrant Indische buurt Noord,M31a
"1094AG",Noordwestkwadrant Indische buurt Noord,M31a
"1094AH",Noordwestkwadrant Indische buurt Noord,M31a
"1094AJ",Noordwestkwadrant Indische buurt Noord,M31a
"1094AK",Noordwestkwadrant Indische buurt Noord,M31a
"1094AL",Noordwestkwadrant Indische buurt Noord,M31a
"1094AM",Noordwestkwadrant Indische buurt Noord,M31a
"1094AN",Noordwestkwadrant Indische buurt Noord,M31a
"1094AP",Noordwestkwadrant Indische buurt Noord,M31a
"1094AR",Noordwestkwadrant Indische buurt Noord,M31a
"1094AS",Noordwestkwadrant Indische buurt Noord,M31a
"1094AT",Noordwestkwadrant Indische buurt Noord,M31a
"1094AV",Noordwestkwadrant Indische buurt Noord,M31a
"1094AW",Noordwestkwadrant Indische buurt Noord,M31a
"1094AX",Noordwestkwadrant Indische buurt Noord,M31a
"1094AZ",Noordwestkwadrant Indische buurt Noord,M31a
"1094BA",Noordwestkwadrant Indische buurt Noord,M31a
"1094BB",Noordwestkwadrant Indische buurt Noord,M31a
"1094BC",Noordwestkwadrant Indische buurt Noord,M31a
"1094BD",Noordwestkwadrant Indische buurt Noord,M31a
"1094BE",Noordwestkwadrant Indische buurt Noord,M31a
"1094BG",Noordwestkwadrant Indische buurt Noord,M31a
"1094BH",Noordwestkwadrant Indische buurt Noord,M31a
"1094BJ",Noordwestkwadrant Indische buurt Noord,M31a
"1094BK",Noordwestkwadrant Indische buurt Noord,M31a
"1094BL",Noordwestkwadrant Indische buurt Noord,M31a
"1094BM",Noordwestkwadrant Indische buurt Noord,M31a
"1094BP",Noordwestkwadrant Indische buurt Zuid,M31b
"1094BR",Noordwestkwadrant Indische buurt Zuid,M31b
"1094BS",Noordwestkwadrant Indische buurt Zuid,M31b
"1094BT",Zuidwestkwadrant Indische buurt,M31c
"1094BV",Zuidwestkwadrant Indische buurt,M31c
"1094BX",Zuidwestkwadrant Indische buurt,M31c
"1094CA",Zuidwestkwadrant Indische buurt,M31c
"1094CB",Noordwestkwadrant Indische buurt Noord,M31a
"1094CC",Noordwestkwadrant Indische buurt Noord,M31a
"1094CD",Noordwestkwadrant Indische buurt Noord,M31a
"1094CE",Noordwestkwadrant Indische buurt Noord,M31a
"1094CG",Noordwestkwadrant Indische buurt Noord,M31a
"1094CJ",Noordwestkwadrant Indische buurt Noord,M31a
"1094CK",Noordwestkwadrant Indische buurt Noord,M31a
"1094CL",Noordwestkwadrant Indische buurt Noord,M31a
"1094CM",Noordwestkwadrant Indische buurt Noord,M31a
"1094CN",Noordwestkwadrant Indische buurt Noord,M31a
"1094CP",Noordwestkwadrant Indische buurt Noord,M31a
"1094CR",Noordwestkwadrant Indische buurt Noord,M31a
"1094CS",Noordwestkwadrant Indische buurt Noord,M31a
"1094CT",Noordwestkwadrant Indische buurt Noord,M31a
"1094CV",Noordwestkwadrant Indische buurt Noord,M31a
"1094CW",Noordwestkwadrant Indische buurt Noord,M31a
"1094CX",Noordwestkwadrant Indische buurt Noord,M31a
"1094CZ",Noordwestkwadrant Indische buurt Noord,M31a
"1094EA",Noordwestkwadrant Indische buurt Noord,M31a
"1094EB",Noordwestkwadrant Indische buurt Noord,M31a
"1094EC",Noordwestkwadrant Indische buurt Noord,M31a
"1094ED",Noordwestkwadrant Indische buurt Noord,M31a
"1094EE",Noordwestkwadrant Indische buurt Noord,M31a
"1094EG",Noordwestkwadrant Indische buurt Noord,M31a
"1094EH",Noordwestkwadrant Indische buurt Noord,M31a
"1094EJ",Noordwestkwadrant Indische buurt Noord,M31a
"1094EL",Noordwestkwadrant Indische buurt Noord,M31a
"1094EM",Noordwestkwadrant Indische buurt Noord,M31a
"1094EN",Noordwestkwadrant Indische buurt Zuid,M31b
"1094EP",Noordwestkwadrant Indische buurt Zuid,M31b
"1094ER",Noordwestkwadrant Indische buurt Zuid,M31b
"1094ES",Noordwestkwadrant Indische buurt Zuid,M31b
"1094ET",Zuidwestkwadrant Indische buurt,M31c
"1094EW",Zuidwestkwadrant Indische buurt,M31c
"1094EX",Zuidwestkwadrant Indische buurt,M31c
"1094EZ",Zuidwestkwadrant Indische buurt,M31c
"1094GA",Zuidwestkwadrant Indische buurt,M31c
"1094GB",Zuidwestkwadrant Indische buurt,M31c
"1094GC",Noordwestkwadrant Indische buurt Noord,M31a
"1094GD",Noordwestkwadrant Indische buurt Noord,M31a
"1094GE",Noordwestkwadrant Indische buurt Noord,M31a
"1094GG",Noordwestkwadrant Indische buurt Noord,M31a
"1094GH",Noordwestkwadrant Indische buurt Noord,M31a
"1094GJ",Noordwestkwadrant Indische buurt Noord,M31a
"1094GK",Noordwestkwadrant Indische buurt Noord,M31a
"1094GL",Noordwestkwadrant Indische buurt Noord,M31a
"1094GM",Noordwestkwadrant Indische buurt Noord,M31a
"1094GN",Noordwestkwadrant Indische buurt Noord,M31a
"1094GP",Noordwestkwadrant Indische buurt Noord,M31a
"1094GR",Noordwestkwadrant Indische buurt Noord,M31a
"1094GS",Noordwestkwadrant Indische buurt Noord,M31a
"1094GT",Noordwestkwadrant Indische buurt Noord,M31a
"1094GX",Noordwestkwadrant Indische buurt Noord,M31a
"1094GZ",Noordwestkwadrant Indische buurt Noord,M31a
"1094HA",Noordwestkwadrant Indische buurt Noord,M31a
"1094HB",Noordwestkwadrant Indische buurt Noord,M31a
"1094HC",Noordwestkwadrant Indische buurt Noord,M31a
"1094HD",Noordwestkwadrant Indische buurt Noord,M31a
"1094HE",Noordwestkwadrant Indische buurt Noord,M31a
"1094HG",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HH",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HJ",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HK",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HL",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HM",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HN",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HP",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HR",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HS",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HT",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HV",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HW",Noordwestkwadrant Indische buurt Noord,M31a
"1094HX",Noordwestkwadrant Indische buurt Zuid,M31b
"1094HZ",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JA",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JB",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JC",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JE",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JG",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JH",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JJ",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JK",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JL",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JM",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JN",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JP",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JR",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JS",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JT",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JV",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JW",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JX",Noordwestkwadrant Indische buurt Zuid,M31b
"1094JZ",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KA",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KB",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KC",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KD",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KE",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KG",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KH",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KJ",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KK",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KL",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KM",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KN",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KP",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KR",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KS",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KT",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KV",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KW",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KX",Noordwestkwadrant Indische buurt Zuid,M31b
"1094KZ",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LA",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LB",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LC",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LD",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LE",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LG",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LH",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LJ",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LK",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LL",Noordwestkwadrant Indische buurt Noord,M31a
"1094LM",Noordwestkwadrant Indische buurt Noord,M31a
"1094LN",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LP",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LR",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LS",Noordwestkwadrant Indische buurt Zuid,M31b
"1094LT",Zuidwestkwadrant Indische buurt,M31c
"1094LV",Zuidwestkwadrant Indische buurt,M31c
"1094LW",Zuidwestkwadrant Indische buurt,M31c
"1094LX",Zuidwestkwadrant Indische buurt,M31c
"1094LZ",Zuidwestkwadrant Indische buurt,M31c
"1094ME",Zuidwestkwadrant Indische buurt,M31c
"1094MG",Zuidwestkwadrant Indische buurt,M31c
"1094MH",Zuidwestkwadrant Indische buurt,M31c
"1094MK",Noordwestkwadrant Indische buurt Zuid,M31b
"1094NA",Zuidwestkwadrant Indische buurt,M31c
"1094NB",Zuidwestkwadrant Indische buurt,M31c
"1094NC",Noordwestkwadrant Indische buurt Noord,M31a
