"postcode","buurt_naam","buurt_vollcode"
"1018EH",Weesperbuurt,A08a
"1018EJ",Weesperbuurt,A08a
"1018EK",Weesperbuurt,A08a
"1018EL",Weesperbuurt,A08a
"1018EM",Weesperbuurt,A08a
"1018EN",Weesperbuurt,A08a
"1018EP",Weesperbuurt,A08a
"1018ER",Sarphatistrook,A08b
"1018ES",Sarphatistrook,A08b
"1018ET",Sarphatistrook,A08b
"1018EV",Sarphatistrook,A08b
"1018EW",Sarphatistrook,A08b
"1018EX",Sarphatistrook,A08b
"1018EZ",Sarphatistrook,A08b
"1018GA",Sarphatistrook,A08b
"1018GB",Sarphatistrook,A08b
"1018GD",Sarphatistrook,A08b
"1018GE",Sarphatistrook,A08b
"1018GG",Sarphatistrook,A08b
"1018GH",Sarphatistrook,A08b
"1018GJ",Sarphatistrook,A08b
"1018GK",Sarphatistrook,A08b
"1018GL",Sarphatistrook,A08b
"1018GM",Sarphatistrook,A08b
"1018GN",Sarphatistrook,A08b
"1018GP",Sarphatistrook,A08b
"1018GR",Sarphatistrook,A08b
"1018GS",Sarphatistrook,A08b
"1018GT",Sarphatistrook,A08b
"1018GV",Sarphatistrook,A08b
"1018GW",Sarphatistrook,A08b
"1018GX",Sarphatistrook,A08b
"1018GZ",Sarphatistrook,A08b
"1018HA",Sarphatistrook,A08b
"1018HB",Sarphatistrook,A08b
"1018HC",Sarphatistrook,A08b
"1018HD",Sarphatistrook,A08b
"1018HE",Sarphatistrook,A08b
"1018HG",Sarphatistrook,A08b
"1018HH",Sarphatistrook,A08b
"1018HJ",Sarphatistrook,A08b
"1018HK",Sarphatistrook,A08b
"1018HL",Oostenburg,A09d
"1018HM",Oostenburg,A09d
"1018HN",Oostenburg,A09d
"1018HP",Oostenburg,A09d
"1018HR",Oostenburg,A09d
"1018HS",Oostenburg,A09d
"1018HT",Oostenburg,A09d
"1018HV",Kattenburg,A09b
"1018HW",Kattenburg,A09b
"1018HX",Kattenburg,A09b
"1018HZ",Kattenburg,A09b
"1018JA",Marine-Etablissement,A09a
"1018JB",Kattenburg,A09b
"1018JC",Kattenburg,A09b
"1018JD",Kattenburg,A09b
"1018JE",Kattenburg,A09b
"1018JG",Kattenburg,A09b
"1018JH",Kattenburg,A09b
"1018JJ",Kattenburg,A09b
"1018JK",Kattenburg,A09b
"1018JL",Kattenburg,A09b
"1018JM",Kattenburg,A09b
"1018JN",Kattenburg,A09b
"1018JP",Kattenburg,A09b
"1018JR",Kattenburg,A09b
"1018JS",Kattenburg,A09b
"1018JT",Kattenburg,A09b
"1018JV",Kattenburg,A09b
"1018JW",Kattenburg,A09b
"1018JX",Kattenburg,A09b
"1018JZ",Kattenburg,A09b
"1018KA",Kattenburg,A09b
"1018KB",Kattenburg,A09b
"1018KC",Kattenburg,A09b
"1018KD",Kattenburg,A09b
"1018KE",Kattenburg,A09b
"1018KG",Kattenburg,A09b
"1018KH",Kattenburg,A09b
"1018KJ",Kattenburg,A09b
"1018KK",Kattenburg,A09b
"1018KL",Kattenburg,A09b
"1018KM",Kattenburg,A09b
"1018KN",Kattenburg,A09b
"1018KP",Oostenburg,A09d
"1018KR",Wittenburg,A09c
"1018KS",Wittenburg,A09c
"1018KT",Wittenburg,A09c
"1018KV",Wittenburg,A09c
"1018KW",Wittenburg,A09c
"1018KX",Wittenburg,A09c
"1018LD",Oostenburg,A09d
"1018LE",Oostenburg,A09d
"1018LG",Oostenburg,A09d
"1018LH",Oostenburg,A09d
"1018LJ",Wittenburg,A09c
"1018LK",Wittenburg,A09c
"1018LL",Oostenburg,A09d
"1018LM",Wittenburg,A09c
"1018LN",Wittenburg,A09c
"1018LP",Wittenburg,A09c
"1018LR",Wittenburg,A09c
"1018LS",Wittenburg,A09c
"1018LT",Wittenburg,A09c
"1018LV",Wittenburg,A09c
"1018LW",Wittenburg,A09c
"1018LX",Wittenburg,A09c
"1018LZ",Wittenburg,A09c
"1018MA",Oostenburg,A09d
"1018MB",Oostenburg,A09d
"1018MC",Oostenburg,A09d
"1018MD",Oostenburg,A09d
"1018ME",Oostenburg,A09d
"1018MG",Oostenburg,A09d
"1018MH",Oostenburg,A09d
"1018MJ",Oostenburg,A09d
"1018MK",Oostenburg,A09d
"1018ML",Oostenburg,A09d
"1018MM",Kazernebuurt,A09h
"1018MN",Oostenburg,A09d
"1018MP",Oostenburg,A09d
"1018MR",Oostenburg,A09d
"1018MS",Kazernebuurt,A09h
"1018MT",Wittenburg,A09c
"1018MV",Wittenburg,A09c
"1018MW",Kazernebuurt,A09h
"1018MX",Wittenburg,A09c
"1018MZ",Kazernebuurt,A09h
"1018NA",Oostenburg,A09d
"1018NB",Oostenburg,A09d
"1018NC",Oostenburg,A09d
"1018ND",Czaar Peterbuurt,A09e
"1018NE",Oostenburg,A09d
"1018NG",Czaar Peterbuurt,A09e
"1018NH",Czaar Peterbuurt,A09e
"1018NJ",Czaar Peterbuurt,A09e
"1018NK",Czaar Peterbuurt,A09e
"1018NL",Czaar Peterbuurt,A09e
"1018NM",Czaar Peterbuurt,A09e
"1018NN",Czaar Peterbuurt,A09e
"1018NP",Czaar Peterbuurt,A09e
"1018NR",Czaar Peterbuurt,A09e
"1018NS",Czaar Peterbuurt,A09e
"1018NT",Czaar Peterbuurt,A09e
"1018NV",Czaar Peterbuurt,A09e
"1018NW",Czaar Peterbuurt,A09e
"1018NX",Czaar Peterbuurt,A09e
"1018NZ",Czaar Peterbuurt,A09e
"1018PA",Czaar Peterbuurt,A09e
"1018PB",Czaar Peterbuurt,A09e
"1018PC",Czaar Peterbuurt,A09e
"1018PD",Czaar Peterbuurt,A09e
"1018PE",Czaar Peterbuurt,A09e
"1018PG",Czaar Peterbuurt,A09e
"1018PH",Czaar Peterbuurt,A09e
"1018PJ",Czaar Peterbuurt,A09e
"1018PK",Czaar Peterbuurt,A09e
"1018PL",Czaar Peterbuurt,A09e
"1018PR",Czaar Peterbuurt,A09e
"1018PS",Czaar Peterbuurt,A09e
"1018PT",Czaar Peterbuurt,A09e
"1018PV",Czaar Peterbuurt,A09e
"1018PW",Czaar Peterbuurt,A09e
"1018PX",Czaar Peterbuurt,A09e
"1018PZ",Czaar Peterbuurt,A09e
"1018RA",Czaar Peterbuurt,A09e
"1018RB",Czaar Peterbuurt,A09e
"1018RC",Czaar Peterbuurt,A09e
"1018RD",Czaar Peterbuurt,A09e
"1018RE",Czaar Peterbuurt,A09e
"1018RG",Czaar Peterbuurt,A09e
"1018RH",Czaar Peterbuurt,A09e
"1018RJ",Czaar Peterbuurt,A09e
"1018RK",Czaar Peterbuurt,A09e
"1018RL",Czaar Peterbuurt,A09e
"1018RM",Czaar Peterbuurt,A09e
"1018RN",Czaar Peterbuurt,A09e
"1018RR",Czaar Peterbuurt,A09e
"1018RS",Czaar Peterbuurt,A09e
"1018RT",Czaar Peterbuurt,A09e
"1018RV",Czaar Peterbuurt,A09e
"1018RW",Czaar Peterbuurt,A09e
"1018RX",Czaar Peterbuurt,A09e
"1018RZ",Czaar Peterbuurt,A09e
"1018SB",Czaar Peterbuurt,A09e
"1018SC",Czaar Peterbuurt,A09e
"1018SE",Czaar Peterbuurt,A09e
"1018SG",Czaar Peterbuurt,A09e
"1018SH",Czaar Peterbuurt,A09e
"1018SJ",Czaar Peterbuurt,A09e
"1018SK",Czaar Peterbuurt,A09e
"1018SL",Czaar Peterbuurt,A09e
"1018SM",Czaar Peterbuurt,A09e
"1018SN",Czaar Peterbuurt,A09e
"1018SP",de Plantage,A08d
"1018SR",de Plantage,A08d
"1018ST",de Plantage,A08d
"1018SV",de Plantage,A08d
"1018SW",de Plantage,A08d
"1018SX",de Plantage,A08d
"1018SZ",de Plantage,A08d
"1018TA",de Plantage,A08d
"1018TB",de Plantage,A08d
"1018TC",de Plantage,A08d
"1018TD",de Plantage,A08d
"1018TE",de Plantage,A08d
"1018TG",de Plantage,A08d
"1018TH",de Plantage,A08d
"1018TJ",de Plantage,A08d
"1018TK",de Plantage,A08d
"1018TL",de Plantage,A08d
"1018TM",de Plantage,A08d
"1018TN",de Plantage,A08d
"1018TP",de Plantage,A08d
"1018TR",de Plantage,A08d
"1018TS",de Plantage,A08d
"1018TT",de Plantage,A08d
"1018TV",de Plantage,A08d
"1018TW",de Plantage,A08d
"1018TX",Sarphatistrook,A08b
"1018TZ",Weesperbuurt,A08a
"1018VA",Weesperbuurt,A08a
"1018VB",Weesperbuurt,A08a
"1018VC",Weesperbuurt,A08a
"1018VD",Weesperbuurt,A08a
"1018VE",Weesperbuurt,A08a
"1018VG",Weesperbuurt,A08a
"1018VH",Weesperbuurt,A08a
"1018VJ",Weesperbuurt,A08a
"1018VK",Weesperbuurt,A08a
"1018VL",Weesperbuurt,A08a
"1018VM",Weesperbuurt,A08a
"1018VN",Weesperbuurt,A08a
"1018VP",Weesperbuurt,A08a
"1018VR",Weesperbuurt,A08a
"1018VS",Weesperbuurt,A08a
"1018VT",Weesperbuurt,A08a
"1018VV",Weesperbuurt,A08a
"1018VW",Weesperbuurt,A08a
"1018VX",Weesperbuurt,A08a
"1018VZ",Weesperbuurt,A08a
"1018WA",Wittenburg,A09c
"1018WB",Sarphatistrook,A08b
"1018WC",Weesperbuurt,A08a
"1018WD",Weesperbuurt,A08a
"1018WE",Sarphatistrook,A08b
"1018WG",Weesperbuurt,A08a
"1018WH",Weesperbuurt,A08a
"1018WJ",Kadijken,A09i
"1018WK",Weesperbuurt,A08a
"1018WL",Weesperbuurt,A08a
"1018WM",Wittenburg,A09c
"1018WN",Weesperbuurt,A08a
"1018WP",Weesperbuurt,A08a
"1018WR",Weesperbuurt,A08a
"1018WS",Weesperbuurt,A08a
"1018WT",Sarphatistrook,A08b
"1018WV",Sarphatistrook,A08b
"1018WW",Kadijken,A09i
"1018WZ",Sarphatistrook,A08b
"1018XA",Sarphatistrook,A08b
"1018XB",Sarphatistrook,A08b
"1018XC",Sarphatistrook,A08b
"1018XD",Sarphatistrook,A08b
"1018XE",Sarphatistrook,A08b
"1018XG",Sarphatistrook,A08b
"1018XH",Weesperbuurt,A08a
"1018XJ",Weesperbuurt,A08a
"1018XK",Weesperbuurt,A08a
"1018XL",Weesperbuurt,A08a
"1018XM",Weesperbuurt,A08a
"1018XN",Weesperbuurt,A08a
"1018XP",Weesperbuurt,A08a
"1018XR",Weesperbuurt,A08a
"1018XS",Sarphatistrook,A08b
"1018XT",Weesperbuurt,A08a
"1018XV",Weesperbuurt,A08a
"1018XW",Weesperbuurt,A08a
"1018XX",Sarphatistrook,A08b
"1018XZ",Sarphatistrook,A08b
"1018ZA",Weesperbuurt,A08a
"1018ZC",Kazernebuurt,A09h
"1018ZD",Kadijken,A09i
"1018ZE",Kadijken,A09i
"1018ZG",Kadijken,A09i
"1018ZH",Kadijken,A09i
"1018ZJ",Kadijken,A09i
"1018ZK",Wittenburg,A09c
"1018ZL",Wittenburg,A09c
"1018ZM",Kadijken,A09i
"1018ZN",Kadijken,A09i
"1018ZP",Kadijken,A09i
"1018ZR",Kadijken,A09i
"1018ZS",Kadijken,A09i
"1018ZT",Kadijken,A09i
"1018ZV",de Plantage,A08d
"1018ZW",Wittenburg,A09c
"1018ZX",Wittenburg,A09c
"1018ZZ",Wittenburg,A09c
"1019AA",Bedrijvengebied Zeeburgerkade,M33k
"1019AB",Bedrijvengebied Zeeburgerkade,M33k
"1019AC",Bedrijvengebied Zeeburgerkade,M33k
"1019AD",Bedrijvengebied Zeeburgerkade,M33k
"1019AE",Bedrijvengebied Zeeburgerkade,M33k
"1019AG",Bedrijvengebied Cruquiusweg,M33j
"1019AH",Bedrijvengebied Veelaan,M33i
"1019AJ",Bedrijvengebied Cruquiusweg,M33j
"1019AK",Bedrijvengebied Cruquiusweg,M33j
"1019AL",Bedrijvengebied Cruquiusweg,M33j
"1019AP",Bedrijvengebied Veelaan,M33i
"1019AS",Bedrijvengebied Zeeburgerkade,M33k
"1019AT",Bedrijvengebied Veelaan,M33i
"1019AV",Borneo,M33f
"1019AW",Borneo,M33f
"1019AX",Sporenburg,M33e
"1019AZ",Entrepot-Noordwest,M33g
"1019BB",Sporenburg,M33e
"1019BD",Sporenburg,M33e
"1019BE",KNSM-eiland,M33d
"1019BG",KNSM-eiland,M33d
"1019BH",KNSM-eiland,M33d
"1019BJ",Java-eiland,M33c
"1019BK",Java-eiland,M33c
"1019BL",Oostelijke Handelskade,M33a
"1019BM",Rietlanden,M33b
"1019BN",Rietlanden,M33b
"1019BP",Rietlanden,M33b
"1019BR",Oostelijke Handelskade,M33a
"1019BS",Marine-Etablissement,A09a
"1019BT",Marine-Etablissement,A09a
"1019BV",KNSM-eiland,M33d
"1019BW",Rietlanden,M33b
"1019BX",Rietlanden,M33b
"1019BZ",Rietlanden,M33b
"1019CA",Bedrijvengebied Veelaan,M33i
"1019CB",Bedrijvengebied Veelaan,M33i
"1019CC",Bedrijvengebied Veelaan,M33i
"1019CD",Bedrijvengebied Cruquiusweg,M33j
"1019CE",Bedrijvengebied Veelaan,M33i
"1019CG",Bedrijvengebied Veelaan,M33i
"1019CH",Bedrijvengebied Veelaan,M33i
"1019CJ",Bedrijvengebied Veelaan,M33i
"1019CK",Bedrijvengebied Veelaan,M33i
"1019CL",Architectenbuurt,M33h
"1019CM",Bedrijvengebied Veelaan,M33i
"1019CN",Architectenbuurt,M33h
"1019CP",Architectenbuurt,M33h
"1019CR",Architectenbuurt,M33h
"1019CS",Architectenbuurt,M33h
"1019CT",Architectenbuurt,M33h
"1019CV",Architectenbuurt,M33h
"1019CX",Architectenbuurt,M33h
"1019CZ",Rietlanden,M33b
"1019DA",Bedrijvengebied Veelaan,M33i
"1019DB",Bedrijvengebied Veelaan,M33i
"1019DC",Sporenburg,M33e
"1019DD",Bedrijvengebied Veelaan,M33i
"1019DE",Bedrijvengebied Veelaan,M33i
"1019DG",Bedrijvengebied Veelaan,M33i
"1019DH",Entrepot-Noordwest,M33g
"1019DJ",Entrepot-Noordwest,M33g
"1019DK",Entrepot-Noordwest,M33g
"1019DL",Entrepot-Noordwest,M33g
"1019DM",Entrepot-Noordwest,M33g
"1019DN",Rietlanden,M33b
"1019DP",Entrepot-Noordwest,M33g
"1019DR",Rietlanden,M33b
"1019DS",Rietlanden,M33b
"1019DT",Rietlanden,M33b
"1019DV",Rietlanden,M33b
"1019DW",Rietlanden,M33b
"1019DX",Bedrijvengebied Zeeburgerkade,M33k
"1019DZ",Bedrijvengebied Zeeburgerkade,M33k
"1019EA",Architectenbuurt,M33h
"1019EB",Architectenbuurt,M33h
"1019EC",Architectenbuurt,M33h
"1019ED",Sporenburg,M33e
"1019EE",Architectenbuurt,M33h
"1019EG",Architectenbuurt,M33h
"1019EH",Architectenbuurt,M33h
"1019EJ",Architectenbuurt,M33h
"1019EK",Architectenbuurt,M33h
"1019EL",Architectenbuurt,M33h
"1019EM",Rietlanden,M33b
"1019EN",Architectenbuurt,M33h
"1019EP",Architectenbuurt,M33h
"1019ER",Architectenbuurt,M33h
"1019ES",Architectenbuurt,M33h
"1019ET",Architectenbuurt,M33h
"1019EV",Architectenbuurt,M33h
"1019EW",Rietlanden,M33b
"1019EX",Architectenbuurt,M33h
"1019EZ",Sporenburg,M33e
"1019GA",Architectenbuurt,M33h
"1019GB",Architectenbuurt,M33h
"1019GC",Architectenbuurt,M33h
"1019GD",Rietlanden,M33b
"1019GE",Architectenbuurt,M33h
"1019GG",Architectenbuurt,M33h
"1019GH",Architectenbuurt,M33h
"1019GJ",Architectenbuurt,M33h
"1019GK",Architectenbuurt,M33h
"1019GL",Architectenbuurt,M33h
"1019GM",Oostelijke Handelskade,M33a
"1019GN",Architectenbuurt,M33h
"1019GP",Architectenbuurt,M33h
"1019GR",Architectenbuurt,M33h
"1019GS",Architectenbuurt,M33h
"1019GT",Architectenbuurt,M33h
"1019GV",Architectenbuurt,M33h
"1019GW",Oostelijke Handelskade,M33a
"1019GX",Architectenbuurt,M33h
"1019GZ",Oostelijke Handelskade,M33a
"1019HA",Architectenbuurt,M33h
"1019HB",Oostelijke Handelskade,M33a
"1019HC",Oostelijke Handelskade,M33a
"1019HD",Oostelijke Handelskade,M33a
"1019HE",Oostelijke Handelskade,M33a
"1019HG",Architectenbuurt,M33h
"1019HH",Architectenbuurt,M33h
"1019HJ",Architectenbuurt,M33h
"1019HK",Architectenbuurt,M33h
"1019HL",Architectenbuurt,M33h
"1019HM",Oostelijke Handelskade,M33a
"1019HN",Architectenbuurt,M33h
"1019HP",Architectenbuurt,M33h
"1019HR",Architectenbuurt,M33h
"1019HS",Architectenbuurt,M33h
"1019HT",Architectenbuurt,M33h
"1019HV",Rietlanden,M33b
"1019HW",Rietlanden,M33b
"1019HX",Rietlanden,M33b
"1019HZ",Rietlanden,M33b
"1019JC",Entrepot-Noordwest,M33g
"1019JD",Entrepot-Noordwest,M33g
"1019JE",Entrepot-Noordwest,M33g
"1019JG",Entrepot-Noordwest,M33g
"1019JH",Entrepot-Noordwest,M33g
"1019JJ",Entrepot-Noordwest,M33g
"1019JK",Sporenburg,M33e
"1019JL",Rietlanden,M33b
"1019JN",Rietlanden,M33b
"1019JR",Entrepot-Noordwest,M33g
"1019JT",Rietlanden,M33b
"1019JV",Rietlanden,M33b
"1019JW",Rietlanden,M33b
"1019JX",Rietlanden,M33b
"1019JZ",Sporenburg,M33e
"1019KA",Entrepot-Noordwest,M33g
"1019KB",Entrepot-Noordwest,M33g
"1019KC",Entrepot-Noordwest,M33g
"1019KD",Entrepot-Noordwest,M33g
"1019KE",Entrepot-Noordwest,M33g
"1019KG",Entrepot-Noordwest,M33g
"1019KH",Entrepot-Noordwest,M33g
"1019KJ",Entrepot-Noordwest,M33g
"1019KK",Entrepot-Noordwest,M33g
"1019KL",Entrepot-Noordwest,M33g
"1019KM",Entrepot-Noordwest,M33g
"1019KN",Borneo,M33f
"1019KP",Borneo,M33f
"1019KR",Borneo,M33f
"1019KS",Borneo,M33f
"1019KT",Borneo,M33f
"1019KV",Borneo,M33f
"1019KW",Borneo,M33f
"1019KX",Borneo,M33f
"1019KZ",Borneo,M33f
"1019LA",KNSM-eiland,M33d
"1019LB",KNSM-eiland,M33d
"1019LC",KNSM-eiland,M33d
"1019LD",KNSM-eiland,M33d
"1019LE",KNSM-eiland,M33d
"1019LG",KNSM-eiland,M33d
"1019LH",KNSM-eiland,M33d
"1019LJ",KNSM-eiland,M33d
"1019LK",KNSM-eiland,M33d
"1019LL",KNSM-eiland,M33d
"1019LM",KNSM-eiland,M33d
"1019LN",KNSM-eiland,M33d
"1019LP",KNSM-eiland,M33d
"1019LR",KNSM-eiland,M33d
"1019LS",KNSM-eiland,M33d
"1019LT",KNSM-eiland,M33d
"1019LV",KNSM-eiland,M33d
"1019LW",KNSM-eiland,M33d
"1019LX",KNSM-eiland,M33d
"1019LZ",KNSM-eiland,M33d
"1019MA",KNSM-eiland,M33d
"1019MB",KNSM-eiland,M33d
"1019MC",KNSM-eiland,M33d
"1019MD",KNSM-eiland,M33d
"1019ME",KNSM-eiland,M33d
"1019MG",KNSM-eiland,M33d
"1019MH",KNSM-eiland,M33d
"1019MJ",KNSM-eiland,M33d
"1019MK",KNSM-eiland,M33d
"1019MN",Borneo,M33f
"1019MP",Borneo,M33f
"1019MR",Borneo,M33f
"1019MS",Borneo,M33f
"1019NA",KNSM-eiland,M33d
"1019NB",KNSM-eiland,M33d
"1019NC",KNSM-eiland,M33d
"1019ND",KNSM-eiland,M33d
"1019NE",KNSM-eiland,M33d
"1019NH",KNSM-eiland,M33d
"1019NJ",KNSM-eiland,M33d
"1019NL",KNSM-eiland,M33d
"1019NM",KNSM-eiland,M33d
"1019NN",KNSM-eiland,M33d
"1019PA",Java-eiland,M33c
"1019PB",Java-eiland,M33c
"1019PC",Java-eiland,M33c
"1019PD",KNSM-eiland,M33d
"1019PE",Java-eiland,M33c
"1019PG",Java-eiland,M33c
"1019PH",Java-eiland,M33c
"1019PJ",Java-eiland,M33c
"1019PK",Java-eiland,M33c
"1019PL",Java-eiland,M33c
"1019PM",Java-eiland,M33c
"1019PN",Java-eiland,M33c
"1019PP",Java-eiland,M33c
"1019PR",Java-eiland,M33c
"1019PS",Java-eiland,M33c
"1019PT",Java-eiland,M33c
"1019PV",Java-eiland,M33c
"1019PW",Java-eiland,M33c
"1019PX",Java-eiland,M33c
"1019PZ",Java-eiland,M33c
"1019RA",Java-eiland,M33c
"1019RB",Java-eiland,M33c
"1019RC",Java-eiland,M33c
"1019RD",Java-eiland,M33c
"1019RE",Java-eiland,M33c
"1019RG",Java-eiland,M33c
"1019RH",Java-eiland,M33c
"1019RJ",Java-eiland,M33c
"1019RK",Java-eiland,M33c
"1019RL",Java-eiland,M33c
"1019RM",Java-eiland,M33c
"1019RN",Java-eiland,M33c
"1019RP",Java-eiland,M33c
"1019RR",Java-eiland,M33c
"1019RS",Java-eiland,M33c
"1019RT",Java-eiland,M33c
"1019RV",Java-eiland,M33c
"1019RW",Java-eiland,M33c
"1019RX",Java-eiland,M33c
"1019RZ",Java-eiland,M33c
"1019SB",Java-eiland,M33c
"1019SC",Java-eiland,M33c
"1019SE",Java-eiland,M33c
"1019SG",Java-eiland,M33c
"1019SH",Java-eiland,M33c
"1019SJ",Java-eiland,M33c
"1019SK",Java-eiland,M33c
"1019SL",Java-eiland,M33c
"1019SZ",Java-eiland,M33c
"1019TA",Sporenburg,M33e
"1019TB",Sporenburg,M33e
"1019TC",Sporenburg,M33e
"1019TD",Sporenburg,M33e
"1019TE",Sporenburg,M33e
"1019TG",Sporenburg,M33e
"1019TH",Sporenburg,M33e
"1019TJ",Sporenburg,M33e
"1019TK",Sporenburg,M33e
"1019TL",Sporenburg,M33e
"1019TM",Sporenburg,M33e
"1019TN",Sporenburg,M33e
"1019TP",Sporenburg,M33e
"1019TR",Sporenburg,M33e
"1019TS",Sporenburg,M33e
"1019TT",Sporenburg,M33e
"1019TW",Sporenburg,M33e
"1019TX",Sporenburg,M33e
"1019TZ",Sporenburg,M33e
"1019VC",Bedrijvengebied Cruquiusweg,M33j
"1019VE",Bedrijvengebied Cruquiusweg,M33j
"1019VH",Bedrijvengebied Cruquiusweg,M33j
"1019VK",Bedrijvengebied Cruquiusweg,M33j
"1019WB",Borneo,M33f
"1019WC",Borneo,M33f
"1019WD",Borneo,M33f
"1019WE",Borneo,M33f
"1019WG",Borneo,M33f
"1019WJ",Borneo,M33f
"1019WK",Borneo,M33f
"1019WL",Borneo,M33f
"1019WN",Borneo,M33f
"1019WR",Borneo,M33f
"1019WS",Borneo,M33f
"1019WT",Borneo,M33f
"1019WV",Borneo,M33f
"1019WX",Borneo,M33f
"1019WZ",Borneo,M33f
"1019XA",Borneo,M33f
"1019XB",Borneo,M33f
"1019XC",Borneo,M33f
"1019XD",Borneo,M33f
"1019XE",Borneo,M33f
"1019XG",Borneo,M33f
"1019XH",Borneo,M33f
"1021BM",Vogelbuurt Zuid,N61b
"1021BN",Vogelbuurt Zuid,N61b
"1021BP",Vogelbuurt Zuid,N61b
"1021BR",Vogelbuurt Zuid,N61b
"1021BS",Vogelbuurt Zuid,N61b
"1021BT",Vogelbuurt Zuid,N61b
"1021BV",Vogelbuurt Zuid,N61b
"1021BW",Vogelbuurt Zuid,N61b
"1021BX",Vogelbuurt Zuid,N61b
"1021BZ",Vogelbuurt Zuid,N61b
"1021CE",Vogelbuurt Zuid,N61b
"1021CG",Vogelbuurt Zuid,N61b
"1021CH",Vogelbuurt Zuid,N61b
"1021CJ",Vogelbuurt Zuid,N61b
"1021CK",Vogelbuurt Zuid,N61b
"1021CL",Vogelbuurt Zuid,N61b
"1021CM",Vogelbuurt Zuid,N61b
"1021CN",Vogelbuurt Zuid,N61b
"1021CP",Vogelbuurt Zuid,N61b
"1021CR",Vogelbuurt Zuid,N61b
"1021CS",Vogelbuurt Zuid,N61b
"1021CT",Vogelbuurt Zuid,N61b
"1021CV",Vogelbuurt Zuid,N61b
"1021CW",Vogelbuurt Zuid,N61b
"1021CX",Vogelbuurt Zuid,N61b
"1021CZ",Vogelbuurt Zuid,N61b
"1021EA",Vogelbuurt Zuid,N61b
"1021EB",Vogelbuurt Zuid,N61b
"1021EC",Vogelbuurt Zuid,N61b
"1021ED",Vogelbuurt Zuid,N61b
"1021EE",Vogelbuurt Zuid,N61b
"1021EG",Vogelbuurt Zuid,N61b
"1021EH",Vogelbuurt Zuid,N61b
"1021EJ",Vogelbuurt Zuid,N61b
"1021EK",Vogelbuurt Zuid,N61b
"1021EL",Vogelbuurt Zuid,N61b
"1021EM",Vogelbuurt Zuid,N61b
"1021EN",Vogelbuurt Zuid,N61b
"1021EP",Vogelbuurt Zuid,N61b
"1021ER",Vogelbuurt Zuid,N61b
"1021ES",Vogelbuurt Zuid,N61b
"1021ET",Vogelbuurt Zuid,N61b
"1021EV",Vogelbuurt Zuid,N61b
"1021EW",Vogelbuurt Zuid,N61b
"1021EX",Vogelbuurt Zuid,N61b
"1021EZ",Vogelbuurt Zuid,N61b
"1021GA",Vogelbuurt Zuid,N61b
"1021GB",Vogelbuurt Zuid,N61b
"1021GC",Vogelbuurt Zuid,N61b
"1021GD",Vogelbuurt Zuid,N61b
"1021GE",Vogelbuurt Zuid,N61b
"1021GG",Vogelbuurt Zuid,N61b
"1021GH",Vogelbuurt Zuid,N61b
"1021GJ",Vogelbuurt Zuid,N61b
"1021GK",Vogelbuurt Zuid,N61b
"1021GL",Vogelbuurt Zuid,N61b
"1021GM",Vogelbuurt Zuid,N61b
"1021GN",Vogelbuurt Zuid,N61b
"1021GP",Vogelbuurt Zuid,N61b
"1021GS",Vogelbuurt Zuid,N61b
"1021GV",Vogelbuurt Zuid,N61b
"1021GW",Vogelbuurt Zuid,N61b
"1021GX",Vogelbuurt Zuid,N61b
"1021GZ",Vogelbuurt Zuid,N61b
"1021HB",Vogelbuurt Zuid,N61b
"1021HC",Vogelbuurt Zuid,N61b
"1021HG",IJplein e.o.,N61a
"1021HH",IJplein e.o.,N61a
"1021HJ",Vogelbuurt Zuid,N61b
"1021HK",Vogelbuurt Zuid,N61b
"1021HL",Vogelbuurt Zuid,N61b
"1021HM",Vogelbuurt Zuid,N61b
"1021HN",Vogelbuurt Zuid,N61b
"1021HP",Vogelbuurt Zuid,N61b
"1021HR",Vogelbuurt Zuid,N61b
"1021HS",Vogelbuurt Zuid,N61b
"1021HT",Vogelbuurt Zuid,N61b
"1021HV",Vogelbuurt Zuid,N61b
"1021HW",Vogelbuurt Zuid,N61b
"1021HX",Vogelbuurt Zuid,N61b
"1021HZ",Vogelbuurt Zuid,N61b
"1021JA",Vogelbuurt Zuid,N61b
"1021JB",Vogelbuurt Zuid,N61b
"1021JC",Vogelbuurt Zuid,N61b
"1021JD",Vogelbuurt Zuid,N61b
"1021JE",Vogelbuurt Zuid,N61b
"1021JG",Vogelbuurt Zuid,N61b
"1021JH",Vogelbuurt Zuid,N61b
"1021JJ",Vogelbuurt Zuid,N61b
"1021JK",IJplein e.o.,N61a
"1021JL",Bedrijventerrein Hamerstraat,N72a
"1021JM",Bedrijventerrein Hamerstraat,N72a
"1021JN",Bedrijventerrein Hamerstraat,N72a
"1021JR",Bedrijventerrein Hamerstraat,N72a
"1021JS",Bedrijventerrein Hamerstraat,N72a
"1021JT",Bedrijventerrein Hamerstraat,N72a
"1021JV",Bedrijventerrein Hamerstraat,N72a
"1021JW",Bedrijventerrein Hamerstraat,N72a
"1021JX",Bedrijventerrein Hamerstraat,N72a
"1021JZ",Bedrijventerrein Hamerstraat,N72a
"1021KB",Bedrijventerrein Hamerstraat,N72a
"1021KC",Bedrijventerrein Hamerstraat,N72a
"1021KD",Bedrijventerrein Hamerstraat,N72a
"1021KE",Bedrijventerrein Hamerstraat,N72a
"1021KG",Bedrijventerrein Hamerstraat,N72a
